ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet
;Licuadora b+d blbd210gt-cl jarra de vidrio 10 velocidades 550w;1;204000;;;;;;EDBLBD210GTCL-RT;;;BLACK & DECKER;50875824737;;;252;343;216;4667,54;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBLBD210GTCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora b+d bl1820sgm-cl panel dig 4v+pul jar vid 1/5l vas 700w220v;1;347000;;;;;;EDBLBL1820SGMCL-RT;;;BLACK & DECKER;50875813106;;;348;208;264;4777,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBLBL1820SGMCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora black&decker bl4000r-ar jar acril 2l vas 30ml forro frio 4fun 600w220v;1;691000;;;;;;EDBDLBL4000RAR;;;BLACK & DECKER;50875815773;;;205;39;297;593,63;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDLBL4000RAR.jpg;;;Marca:BLACK & DECKER&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Black & decker;1;0;;;;;;PB22340-CL 250W C/ ACCESORIOS;;;GS;50875816831;;;1;1;1;0;;;3;;;;;;;;SI;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDPB22340CL-RT.jpg;;;Marca:GS&Producto:63&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2100/00 jar acril refor 1/5l 2vel+tur problend4 400w220v;1;295000;;;;;;EDPHLHR210000-RT;;;PHILIPS;8,7101E+12;;;22;238;332;434,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR210000-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2102/00 jar acril 1/5l 2vel+tur problend4 pic 400w220v;1;374000;;;;;;EDPHLHR210200-RT;;;PHILIPS;8,7101E+12;;;22;238;332;434,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR210200-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2104/00 jar acril 1/5l 2vel+tur problend4 pic fil 400w220v;1;462000;;;;;;EDPHLHR210400-RT;;;PHILIPS;8,7101E+12;;;281;238;325;5433,84;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR210400-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2105/00 jar vidrio 1/5l 2vel+tur problend4 400w220v;1;418000;;;;;;EDPHLHR210500-RT;;;PHILIPS;8,7101E+12;;;358;265;215;5099,26;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR210500-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2105/50 jar vidrio 1/5l 2vel+tur problend4 400w220v;1;463000;;;;;;EDPHLHR210550-RT;;;PHILIPS;8,7101E+12;;;358;265;215;5099,26;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR210550-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2106/90 jar vidrio 1/5l 2vel+tur problend4 pic 400w220v;1;473000;;;;;;EDPHLHR210690-RT;;;PHILIPS;8,7101E+12;;;358;265;215;5099,26;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR210690-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2134/00 jar acril 2/4l 5v problend6 700w220v;1;495000;;;;;;EDPHLHR213400-RT;;;PHILIPS;8,7101E+12;;;246;367;25;564,26;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR213400-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2134/90 jar acril 2/4l 5v problend6 700w220v;1;495000;;;;;;EDPHLHR213490-RT;;;PHILIPS;8,7101E+12;;;246;367;25;564,26;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR213490-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2135/90 jar acril 2/4l 5v+pul problend6 800w220v;1;554000;;;;;;EDPHLHR213590-RT;;;PHILIPS;8,7101E+12;;;246;367;25;564,26;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR213590-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr2139/80 jar acril 2l 12v+pul inox problend6 800w220v;1;752000;;;;;;EDPHLHR213980-RT;;;PHILIPS;8,7101E+12;;;246;402;288;7120,22;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR213980-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips hr3652/00 jar vidrio problend6 3d inox 1400w220v;1;1124000;;;;;;EDPHLHR365200-RT;;;PHILIPS;8,7101E+12;;;31;435;21;70,8;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHLHR365200-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips walita ri2110/90 2v problend 4 550w220v;1;207000;;;;;;EDPLRI211090-RT;;;PHILIPS;8,7101E+12;;;228;319;171;3109,29;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPLRI211090-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Licuadora Philips walita ri2110/90 2v problend 4 550w220v;1;207000;;;;;;EDPLRI211090-RT;;;PHILIPS;8,7101E+12;;;228;319;171;3109,29;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPLRI211090-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Microondas Mabe mei1174zjss 30l digital con grill silver;1;708000;;;;;;EDMEI1174ZJSS-RT;;;MABE;7,57638E+11;;;513;307;43;1693,03;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDMEI1174ZJSS-RT.jpg;;;Marca:MABE&Producto:MICROONDAS DE MESA&Segmento:COCCION&Vendedor:Sara Comercial;
;Mixer de inmersion b+d mod hb24710-cl 500ml 700w;1;311000;;;;;;EDBDHB24710CL-RT;;;BLACK & DECKER;50875824782;;;1;1;1;0;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDHB24710CL-RT.jpg;;;Marca:BLACK & DECKER&Producto:BATIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Mixer Philips hr1604/00 1vel brazo inox vaso med 500ml 550w220v;1;305000;;;;;;EDPBMHR160400-RT;;;PHILIPS;8,7101E+12;;;11;42;11;1,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPBMHR160400-RT.jpg;;;Marca:PHILIPS&Producto:BATIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Mixer Philips hr1623/00 2vel+tur brz inox vas med 500ml pic 650w220v;1;442000;;;;;;EDPBMHR162300-RT;;;PHILIPS;8,7101E+12;;;11;42;22;2,54;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPBMHR162300-RT.jpg;;;Marca:PHILIPS&Producto:BATIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Mixer Philips hr1627/00 2vel+tur brz inox vas med 500ml pic bat 650w220v;1;526000;;;;;;EDPHBMHR162700-RT;;;PHILIPS;8,7101E+12;;;25;28;25;4,38;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHBMHR162700-RT.jpg;;;Marca:PHILIPS&Producto:BATIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Mixer Philips walita ri1604/00 plastico 1v c/vaso 250w220v;1;231000;;;;;;EDPBMRI160400;;;PHILIPS;8,7101E+12;;;115;17;22;10,75;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPBMRI160400.jpg;;;Marca:PHILIPS&Producto:BATIDORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Mochila fumigacion manual Ducati dhs2000;1;364000;;;;;;GFDUDHS2000;;;DUCATI;8,43469E+12;;;25;49;38;11,64;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDHS2000.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;"Motobomba Ducati dcw50 agua limpia 2""";1;1063000;;;;;;GFDUDCW50;;;DUCATI;8,43548E+12;;;40;41;48;19,68;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDCW50.jpg;;;Marca:DUCATI&Producto:MOTOBOMBAS&Segmento:MAQUINARIAS&Vendedor:Sara Comercial;
;Motosierra Ducati dcs2600;1;1103000;;;;;;GFDUDCS2600;;;DUCATI;8,43548E+12;;;315;28;54;119,07;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDCS2600.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;Motosierra Ducati dcs5500r;1;1427000;;;;;;GFDUDCS5500R;;;DUCATI;8,43548E+12;;;49;34;569;236,99;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDCS5500R.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;Multiprocesadora Philips walita ri7630/90 2v+pul 1/3l 21 fun jar lic 600w220v;1;592000;;;;;;EDPHPRI763090-RT;;;PHILIPS;8,7101E+12;;;454;359;513;20902,95;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPRI763090-RT.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Olla a presion aluminio b+d mod pc500 5,5l;1;267000;;;;;;EDBDPC500;;;BLACK & DECKER;50875528444;;;1;1;1;0;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDPC500.jpg;;;Marca:BLACK & DECKER&Producto:UTENSILIOS PARA COCINAR&Segmento:BAZAR&Vendedor:Sara Comercial;
;Ondulador Philips bhb862/00 cilindro 16mm ceramica 200°c 220v;1;177000;;;;;;EDPCBHB86200-RT;;;PHILIPS;8,7101E+12;;;368;105;55;531,3;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCBHB86200-RT.jpg;;;Marca:PHILIPS&Producto:ONDULADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Ondulador Philips hp8607/00 25mm 200°c ceramica keratina 110-240v;1;235000;;;;;;EDPOHP860700-RT;;;PHILIPS;;;;55;105;368;531,3;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPOHP860700-RT.jpg;;;Marca:PHILIPS&Producto:ONDULADORAS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-f360-bk bt 50w rms negro;1;800000;;;;;;ELAWF360BK-RT;;;AIWA;7,45008E+12;;;218;351;218;4170,23;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWF360BK-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-hd200bt m/media bt 10w rms fm mic;1;374000;;;;;;ELAWHD200BT-RT;;;AIWA;7,45008E+12;;;178;35;254;395,61;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWHD200BT-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-mpro15 multimedia 3000w pmpo c/pie bt usb fm mic;1;1822000;;;;;;ELAWMPRO15-RT;;;AIWA;7,45008E+12;;;495;83;545;5597,83;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWMPRO15-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. ELECTRICOS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-poc10 mmedia bt usb eq 2500w pmpo;1;1728000;;;;;;ELAWPOC10-RT;;;AIWA;7,45008E+12;;;402;43;1162;5021,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOC10-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. ELECTRICOS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-pok3 multimedia 50x2w/bt/usb/fm/bat 12v;1;1174000;;;;;;ELAWPOK3-RT;;;AIWA;7,45304E+12;;;355;715;35;2220,97;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOK3-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-sp06m multimedia 800w pmpo sd bt aux;1;648000;;;;;;ELAWSP06M-RT;;;AIWA;7,45008E+12;;;255;472;36;1083,24;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWSP06M-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante activo Aiwa aw-sp10m2 multimedia altavoz 10x2 3000w pmpo;1;1519000;;;;;;ELAWSP10M2-RT;;;AIWA;7,45304E+12;;;34;395;855;2870,66;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWSP10M2-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;"Parlante activo Aiwa aw-sp15m multimedia 15"" 1000w pmpo c/pie radio fm";1;1215000;;;;;;ELAWSP15M-RT;;;AIWA;7,45304E+12;;;408;488;749;37282,22;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWSP15M-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante Aiwa aw-pok4 multimedia 600w aux/mic/bt/usb/mp3/fm;1;972000;;;;;;ELAWPOK4-RT;;;AIWA;7,45008E+12;;;652;322;336;17635,3;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOK4-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante Aiwa aw-pok5 multimedia 400w aux/mic/bt/usb/mp3/fm;1;815000;;;;;;ELAWPOK5-RT;;;AIWA;7,45008E+12;;;234;54;234;739,21;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOK5-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante Aiwa aw-pok6 multimedia 600w aux/mic/bt/usb/mp3/fm;1;1002000;;;;;;ELAWPOK6-RT;;;AIWA;7,45008E+12;;;335;648;315;17095,05;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOK6-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. BATERIA&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante Aiwa aw-s800btbk bt w/proof fuc. tws/usb (ch) -25w;1;708000;;;;;;ELAWS800BTB-RT;;;AIWA;;;;17;395;21;35,25;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWS800BTB-RT.JPG;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante Aiwa aw-x2bt-tws-bk bt con tws negro (ch) - bl 10m de alcance/tiempo de;1;190000;;;;;;ELAWX2BTTWSBK-RT;;;AIWA;;;;56;142;14;27,83;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWX2BTTWSBK-RT.JPG;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-ax5bt-r activo bt 5w rojo;1;177000;;;;;;ELAWAX5BTR-RT;;;AIWA;7,45008E+12;;;5;14;16;0,39;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWAX5BTR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-q400-bk bt/sd/eq/aux/fm/manos libres/ipx6;1;334000;;;;;;ELAWQ400BK-RT;;;AIWA;7,45008E+12;;;106;10;218;57,77;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ400BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-q400-r bt/sd/eq/aux/fm/manos libres/ipx6;1;309000;;;;;;ELAWQ400R-RT;;;AIWA;7,45008E+12;;;106;10;218;57,77;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ400R-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-q680-bk bt/sd/eq/aux/fm/manos libres/ipx6;1;491000;;;;;;ELAWQ680BK-RT;;;AIWA;7,45008E+12;;;152;12;268;122,21;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ680BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-q680-r bt/sd/eq/aux/fm/manos libres/ipx6;1;491000;;;;;;ELAWQ680R-RT;;;AIWA;7,45008E+12;;;152;12;268;122,21;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWQ680R-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-s21-bk 3w x2 bt/mic p/llamada/sd/fm/audio in/bat 5hs;1;189000;;;;;;ELAWS21BK-RT;;;AIWA;7,42833E+11;;;57;97;153;211,48;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWS21BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-s21-r 3w x2 bt/mic p/llamada/sd/fm/audio in/bat 5hs;1;189000;;;;;;ELAWS21R-RT;;;AIWA;7,42833E+12;;;57;97;153;211,48;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWS21R-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw2-wpf-bk 6wx2 bt/resistente al agua/bat 2000 mah/negro;1;354000;;;;;;ELAW2WPFBK-RT;;;AIWA;7,45304E+12;;;155;97;249;935,93;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW2WPFBK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw2-wpf-r 6wx2 bt/resistente al agua/bat 2000 mah/rojo;1;374000;;;;;;ELAW2WPFR-RT;;;AIWA;7,45304E+12;;;97;155;249;935,93;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW2WPFR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-20h-bk 10wx2 bt/funcion tws/bat 2400 mah/negro;1;435000;;;;;;ELAW20HBK-RT;;;AIWA;7,45304E+12;;;72;17;265;81,09;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW20HBK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-20h-r 10wx2 bt/funcion tws/bat 2400 mah/rojo;1;435000;;;;;;ELAW20HR-RT;;;AIWA;7,45304E+12;;;72;17;265;81,09;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW20HR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-31fm-bk 4,5wx2 bt/mic call/sd/audio in/fm/bat 8hs;1;251000;;;;;;ELAW31FMBK-RT;;;AIWA;7,42833E+11;;;82;218;113;505;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW31FMBK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-31fm-r 4,5w x2 bt/mic p/llamada/sd/audio/fm in/bat 8hs;1;251000;;;;;;ELAW31FMR-RT;;;AIWA;7,45304E+12;;;82;113;218;505;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW31FMR-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-31-w 4,5w x2 bt/mic p/llamada/sd/audio in/bat 8hs;1;216000;;;;;;ELAW31W-RT;;;AIWA;7,42833E+11;;;115;85;217;530,29;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW31W-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Aiwa aw-700bk 25w bt/aux/sd/eq/correa;1;688000;;;;;;ELAW700BK-RT;;;AIWA;7,45304E+12;;;187;18;318;267,6;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW700BK-RT.jpg;;;Marca:AIWA&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Philips bt100b 2w rms bluetooth/microfono p/llamadas;1;220000;;;;;;ELPHBT100B;;;PHILIPS;8,71258E+12;;;10;122;10;3,05;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT100B.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Philips bt100w 2w rms bluetooth/microfono p/llamadas;1;222000;;;;;;ELPHBT100W;;;PHILIPS;8,71258E+12;;;10;122;10;3,05;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT100W.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Philips bt110a 4w rms bluetooth/microfono p/llamadas/resisteag;1;263000;;;;;;ELPHBT110A;;;PHILIPS;4,89519E+12;;;8;15;11;0,33;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT110A.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
