ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet;
;Televisor Aiwa aw-43b4smfl isdb-t smart fhd c/dolby linux frameless hdmi;1;2594000;;;;;;TVAW43B4SMFL-RT;;;AIWA;7450078489840;;;13,50;65,50;108,50;23,99;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW43B4SMFL-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Televisor Aiwa aw-55b4kfl isdb-t smart uhd c/dolby linux frameless hdmi;1;3706000;;;;;;TVAW55B4KFL-RT;;;AIWA;7450078489857;;;19,00;84,50;137,50;55,19;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW55B4KFL-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Televisor Aiwa aw-58b4k d-isdb-t smart 4k uhd c/dolby hdmi/usb/wifi/audio in;1;3989000;;;;;;TVAW58B4K-RT;;;AIWA;7450078489253;;;15,00;87,00;146,00;47,63;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW58B4K-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Televisor Aiwa aw-65b4k d-isdb-t smart 4k uhd c/dolby hdmi/usb/wifi/audio in;1;5589000;;;;;;TVAW65B4K-RT;;;AIWA;7450078489260;;;18,00;98,00;162,00;71,44;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW65B4K-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Tijera cortasetos Ducati dht57;1;324000;;;;;;GFDUDHT57;;;DUCATI;8434691036321;;;0,00;0,00;0,00;0,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDHT57.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;;
;Tijera Ducati 2 manos 60cm;1;374000;;;;;;GFDUDPS60;;;DUCATI;8413491007250;;;0,00;0,00;0,00;0,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS60.JPG;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;;
;Tijera Ducati 2 manos 90cm;1;475000;;;;;;GFDUDPS90;;;DUCATI;8413491011394;;;0,00;0,00;0,00;0,00;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS90.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;;
;Tijera poda profesional Ducati bypass;1;243000;;;;;;GFDUDPS1;;;DUCATI;8033986140011;;;3,70;6,20;3,50;0,25;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS1.JPG;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;;
;Tijera poda profesional Ducati yunque;1;248000;;;;;;GFDUDPS6;;;DUCATI;8033986140066;;;3,70;6,20;3,50;0,25;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS6.JPG;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;;
;Torre de sonido Aiwa aw-pov2 200w rms dj on top bt/usb/aux/mic/eq;1;1468000;;;;;;ELAWPOV2-RT;;;AIWA;7453041029890;;;34,50;91,00;39,00;30,61;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOV2-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. ELECTRICOS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Tostadora b+d tr200bd-cl 2 ran 6 niv tostado bandeja p/ miga 750w220v;1;84000;;;;;;EDBTTR200BDCL-RT;;;BLACK & DECKER;050875816770;;;15,00;30,00;23,00;2,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBTTR200BDCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:TOSTADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Tostadora Philips hd2581/94 2 ran 8 niv tos rejilla band p/miga 900w240v;1;207000;;;;;;EDPTHD258194-RT;;;PHILIPS;8710103829607;;;30,40;21,40;18,40;2,99;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPTHD258194-RT.jpg;;;Marca:PHILIPS&Producto:TOSTADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Tostadora Philips hd2637/90 2 ran x-ancha 7niv tos rejilla band p/miga 1000w240v;1;349000;;;;;;EDPHTHD263790;;;PHILIPS;8710103807113;;;33,40;22,10;20,00;3,69;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHTHD263790.jpg;;;Marca:PHILIPS&Producto:TOSTADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Tripode para parlante Aiwa aw-mpro15;1;60000;;;;;;ELAWBTES30-RT;;;AIWA;;;;13,00;12,00;69,50;2,71;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWBTES30-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. ELECTRICOS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;;
;Vaporera Philips hd9140/91 9l temp preestablecidos pot sabor 2 acc 900w220v;1;674000;;;;;;EDPHVHD914091-RT;;;PHILIPS;8710103538424;;;28,50;33,20;28,50;6,74;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHVHD914091-RT.jpg;;;Marca:PHILIPS&Producto:COCCION AL VAPOR&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
;Vaporizador de ropa Philips gc518/20 32g/m placa xl 5 aju vapor 1/6l 1600w220v;1;822000;;;;;;EDPVRGC51820-RT;;;PHILIPS;8710103852704;;;41,50;34,50;35,00;12,53;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPVRGC51820-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;;
